,created_by,created_at,closed_by,closed_at,labels,interactions,repository,type,size,merged_at,commits_number,referenced_issues,reviews,requested_reviewers
82,recurooxx,1569516143,thoth-zuul[bot],1569516592.0,"['approved', 'model-inference', 'model-training', 'size/XXL']","{'review-notebook-app[bot]': 30, 'zak-hassan-hs': 10, 'thoth-zuul[bot]': 32}",AICoE/log-anomaly-detector,PullRequest,XXL,1569516592.0,1.0,[],"{'293929509': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1569516299, 'state': 'APPROVED'}}",[]
83,zak-hassan-hs,1569510219,thoth-zuul[bot],1569520842.0,"['approved', 'size/S', 'size/XS']",{'thoth-zuul[bot]': 33},AICoE/log-anomaly-detector,PullRequest,S,1569520842.0,1.0,[],"{'293967206': {'author': 'HumairAK', 'words_count': 1, 'submitted_at': 1569520597, 'state': 'APPROVED'}}",[]
84,zak-hassan-hs,1569508007,thoth-zuul[bot],1569510801.0,"['approved', 'size/S']","{'zak-hassan-hs': 82, 'thoth-zuul[bot]': 32}",AICoE/log-anomaly-detector,PullRequest,S,1569510801.0,1.0,[],"{'293872971': {'author': 'durandom', 'words_count': 33, 'submitted_at': 1569510577, 'state': 'APPROVED'}, '293875084': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1569510691, 'state': 'COMMENTED'}}",[]
85,zak-hassan-hs,1569361852,thoth-zuul[bot],1569499481.0,"['approved', 'size/XS']","{'thoth-zuul[bot]': 47, 'zak-hassan-hs': 3}",AICoE/log-anomaly-detector,PullRequest,XS,1569499481.0,1.0,[],"{'293744131': {'author': 'HumairAK', 'words_count': 1, 'submitted_at': 1569499241, 'state': 'APPROVED'}}",[]
86,zak-hassan-hs,1569344653,thoth-zuul[bot],1569499868.0,"['approved', 'size/L', 'size/S']",{'thoth-zuul[bot]': 77},AICoE/log-anomaly-detector,PullRequest,L,1569499868.0,4.0,[],"{'293748890': {'author': 'HumairAK', 'words_count': 1, 'submitted_at': 1569499630, 'state': 'APPROVED'}}",[]
87,zak-hassan-hs,1569341301,thoth-zuul[bot],1569500002.0,"['approved', 'size/L', 'size/M']",{'thoth-zuul[bot]': 92},AICoE/log-anomaly-detector,PullRequest,L,1569500002.0,1.0,[],"{'293750907': {'author': 'HumairAK', 'words_count': 1, 'submitted_at': 1569499779, 'state': 'APPROVED'}}",['durandom']
88,4n4nd,1569255555,thoth-zuul[bot],1569339956.0,"['approved', 'size/M']",{'thoth-zuul[bot]': 32},AICoE/log-anomaly-detector,PullRequest,M,1569339956.0,1.0,[],"{'292594632': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1569339732, 'state': 'APPROVED'}}","['durandom', 'HumairAK']"
89,zak-hassan-hs,1569162631,zak-hassan-hs,1570640262.0,"['size/M', 'size/S']","{'thoth-zuul[bot]': 30, 'zak-hassan-hs': 56, 'MichaelClifford': 52}",AICoE/log-anomaly-detector,PullRequest,M,,2.0,[],{},"['durandom', 'MichaelClifford', 'HumairAK']"
90,zak-hassan-hs,1569001419,thoth-zuul[bot],1569246499.0,"['approved', 'size/L']","{'thoth-zuul[bot]': 92, 'zak-hassan-hs': 9}",AICoE/log-anomaly-detector,PullRequest,L,1569246499.0,1.0,[],"{'291870200': {'author': 'HumairAK', 'words_count': 1, 'submitted_at': 1569245793, 'state': 'APPROVED'}}",[]
91,MichaelClifford,1568917333,thoth-zuul[bot],1568927118.0,"['approved', 'size/M']","{'thoth-zuul[bot]': 79, 'MichaelClifford': 1}",AICoE/log-anomaly-detector,PullRequest,M,1568927118.0,1.0,[],"{'290885711': {'author': 'zak-hassan-hs', 'words_count': 11, 'submitted_at': 1568926881, 'state': 'APPROVED'}}",[]
92,zak-hassan-hs,1568906562,HumairAK,1568912836.0,"['approved', 'size/M']","{'thoth-zuul[bot]': 45, 'zak-hassan-hs': 12}",AICoE/log-anomaly-detector,PullRequest,M,1568912836.0,1.0,[],"{'290772305': {'author': 'HumairAK', 'words_count': 1, 'submitted_at': 1568911789, 'state': 'APPROVED'}}",[]
93,MichaelClifford,1568825365,thoth-zuul[bot],1568835173.0,"['approved', 'size/M']",{'thoth-zuul[bot]': 62},AICoE/log-anomaly-detector,PullRequest,M,1568835173.0,1.0,[],"{'290186503': {'author': 'zak-hassan-hs', 'words_count': 13, 'submitted_at': 1568834958, 'state': 'APPROVED'}, '290213524': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1568835029, 'state': 'COMMENTED'}, '290213621': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1568835040, 'state': 'COMMENTED'}}",[]
94,zak-hassan-hs,1568815437,zak-hassan-hs,1570640220.0,"['size/L', 'size/S', 'size/XL', 'size/XXL']","{'thoth-zuul[bot]': 61, 'MichaelClifford': 27, '4n4nd': 6, 'zak-hassan-hs': 43}",AICoE/log-anomaly-detector,PullRequest,L,,3.0,[],{},"['durandom', 'HumairAK']"
95,zak-hassan-hs,1568806351,HumairAK,1568830881.0,"['size/L', 'size/XS']","{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 5, 'HumairAK': 1}",AICoE/log-anomaly-detector,PullRequest,L,1568830881.0,1.0,[],{},"['HumairAK', '4n4nd']"
96,zak-hassan-hs,1568745331,thoth-zuul[bot],1568900400.0,"['approved', 'size/L', 'size/XL', 'size/XXL', 'storage']","{'thoth-zuul[bot]': 153, 'zak-hassan-hs': 33}",AICoE/log-anomaly-detector,PullRequest,L,1568900400.0,1.0,[],"{'290185296': {'author': 'HumairAK', 'words_count': 1, 'submitted_at': 1568831724, 'state': 'COMMENTED'}, '290187476': {'author': 'HumairAK', 'words_count': 1, 'submitted_at': 1568831966, 'state': 'COMMENTED'}, '290197361': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1568833070, 'state': 'COMMENTED'}, '290197686': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1568833104, 'state': 'COMMENTED'}, '290659517': {'author': '4n4nd', 'words_count': 3, 'submitted_at': 1568900150, 'state': 'APPROVED'}}",['durandom']
97,zak-hassan-hs,1568721143,zak-hassan-hs,1568730862.0,"['size/L', 'size/XXL']","{'thoth-zuul[bot]': 46, 'zak-hassan-hs': 17}",AICoE/log-anomaly-detector,PullRequest,L,,1.0,[],{},[]
98,zak-hassan-hs,1568665883,HumairAK,1568831394.0,['size/L'],"{'thoth-zuul[bot]': 30, 'zak-hassan-hs': 8, 'HumairAK': 1}",AICoE/log-anomaly-detector,PullRequest,L,1568831394.0,1.0,[],{},"['durandom', 'HumairAK', '4n4nd']"
99,zak-hassan-hs,1568401378,zak-hassan-hs,1568746087.0,['size/L'],"{'thoth-zuul[bot]': 105, 'zak-hassan-hs': 7}",AICoE/log-anomaly-detector,PullRequest,L,,7.0,[],"{'288289474': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1568410138, 'state': 'COMMENTED'}}",[]
100,zak-hassan-hs,1568219072,durandom,1568370138.0,"['approved', 'size/L']",{'thoth-zuul[bot]': 45},AICoE/log-anomaly-detector,PullRequest,L,1568370138.0,1.0,[],"{'287981082': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1568370132, 'state': 'APPROVED'}}",[]
101,zak-hassan-hs,1568207713,durandom,1568267541.0,"['approved', 'size/L']","{'thoth-zuul[bot]': 45, 'zak-hassan-hs': 8}",AICoE/log-anomaly-detector,PullRequest,L,1568267541.0,1.0,[],"{'287248418': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1568267530, 'state': 'APPROVED'}}",[]
102,zak-hassan-hs,1568205594,durandom,1568370073.0,"['approved', 'size/M']","{'thoth-zuul[bot]': 30, 'goern': 10, 'zak-hassan-hs': 131, '4n4nd': 25}",AICoE/log-anomaly-detector,PullRequest,M,1568370073.0,1.0,[],"{'286879319': {'author': 'pranithk', 'words_count': 1, 'submitted_at': 1568208451, 'state': 'COMMENTED'}, '286886669': {'author': '4n4nd', 'words_count': 1, 'submitted_at': 1568209089, 'state': 'COMMENTED'}, '286915441': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1568211785, 'state': 'COMMENTED'}, '287980567': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1568370066, 'state': 'APPROVED'}}","['goern', 'MichaelClifford', 'hemajv', '4n4nd']"
103,zak-hassan-hs,1568199497,durandom,1568370109.0,"['approved', 'size/M']","{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 21}",AICoE/log-anomaly-detector,PullRequest,M,1568370109.0,1.0,[],"{'287980852': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1568370103, 'state': 'APPROVED'}}",[]
104,zak-hassan-hs,1568034560,durandom,1568192189.0,"['approved', 'documentation', 'size/L', 'size/XL', 'size/XS', 'size/XXL']","{'thoth-zuul[bot]': 226, 'zak-hassan-hs': 26, 'goern': 1}",AICoE/log-anomaly-detector,PullRequest,L,1568192189.0,1.0,[],"{'286709030': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1568192174, 'state': 'APPROVED'}}",[]
105,zak-hassan-hs,1567793375,durandom,1568033339.0,['enhancement'],{'thoth-zuul[bot]': 15},AICoE/log-anomaly-detector,PullRequest,S,1568033339.0,1.0,[],"{'285563807': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1568033331, 'state': 'APPROVED'}}",[]
106,zak-hassan-hs,1567523673,durandom,1568033366.0,['documentation'],"{'thoth-zuul[bot]': 120, 'zak-hassan-hs': 21, 'durandom': 10}",AICoE/log-anomaly-detector,PullRequest,XXL,1568033366.0,1.0,[],"{'285564137': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1568033359, 'state': 'APPROVED'}}",['MichaelClifford']
107,zak-hassan-hs,1567101084,durandom,1567575167.0,[],"{'thoth-zuul[bot]': 90, 'zak-hassan-hs': 24}",AICoE/log-anomaly-detector,PullRequest,XL,1567575167.0,1.0,[],"{'283425159': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1567575158, 'state': 'APPROVED'}}",['MichaelClifford']
108,zak-hassan-hs,1567018114,MichaelClifford,1567091127.0,['model-inference'],"{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 8}",AICoE/log-anomaly-detector,PullRequest,M,1567091127.0,1.0,[],"{'281597841': {'author': 'MichaelClifford', 'words_count': 1, 'submitted_at': 1567091070, 'state': 'APPROVED'}}",['durandom']
109,zak-hassan-hs,1566958182,durandom,1567007859.0,"['architecture design decision', 'fact-store', 'storage']","{'thoth-zuul[bot]': 45, 'zak-hassan-hs': 44}",AICoE/log-anomaly-detector,PullRequest,M,1567007859.0,1.0,[],"{'281003628': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1567007854, 'state': 'APPROVED'}}",[]
110,zak-hassan-hs,1566953546,durandom,1567007801.0,['config'],"{'thoth-zuul[bot]': 30, 'zak-hassan-hs': 20}",AICoE/log-anomaly-detector,PullRequest,L,1567007801.0,1.0,[],"{'281003069': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1567007792, 'state': 'APPROVED'}}",[]
111,zak-hassan-hs,1566848494,durandom,1566903454.0,['storage'],{'thoth-zuul[bot]': 30},AICoE/log-anomaly-detector,PullRequest,S,1566903454.0,1.0,[],"{'280173774': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1566903447, 'state': 'APPROVED'}}",[]
112,zak-hassan-hs,1566824146,durandom,1566824420.0,[],"{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 2}",AICoE/log-anomaly-detector,PullRequest,L,1566824420.0,1.0,[],"{'279645352': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1566824414, 'state': 'APPROVED'}}",[]
113,zak-hassan-hs,1566579805,durandom,1566903497.0,['architecture design decision'],"{'zak-hassan-hs': 21, 'thoth-zuul[bot]': 30}",AICoE/log-anomaly-detector,PullRequest,XXL,1566903496.0,2.0,[],"{'280174219': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1566903490, 'state': 'APPROVED'}}",[]
114,zak-hassan-hs,1566319581,durandom,1566456071.0,['model-inference'],{'thoth-zuul[bot]': 15},AICoE/log-anomaly-detector,PullRequest,XS,1566456071.0,1.0,[],"{'278270879': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1566456061, 'state': 'APPROVED'}}",[]
115,atgreen,1563991117,zak-hassan-hs,1565106991.0,[],"{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 32}",AICoE/log-anomaly-detector,PullRequest,S,1565106991.0,1.0,[],{},['zak-hassan-hs']
116,MichaelClifford,1563476567,zak-hassan-hs,1565197918.0,['model-training'],"{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 19}",AICoE/log-anomaly-detector,PullRequest,XS,1565197918.0,1.0,[],"{'266046048': {'author': 'oxillix', 'words_count': 1, 'submitted_at': 1563970100, 'state': 'APPROVED'}, '271532694': {'author': 'zak-hassan-hs', 'words_count': 5, 'submitted_at': 1565108807, 'state': 'APPROVED'}}",['durandom']
117,zak-hassan-hs,1563453003,MichaelClifford,1563527362.0,['refactor'],{'thoth-zuul[bot]': 15},AICoE/log-anomaly-detector,PullRequest,L,1563527362.0,1.0,[],"{'264151425': {'author': 'MichaelClifford', 'words_count': 1, 'submitted_at': 1563527339, 'state': 'APPROVED'}}",[]
118,zak-hassan-hs,1562954143,MichaelClifford,1563447217.0,['metrics'],"{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 10}",AICoE/log-anomaly-detector,PullRequest,XS,1563447217.0,1.0,[],"{'263580654': {'author': 'MichaelClifford', 'words_count': 1, 'submitted_at': 1563440608, 'state': 'APPROVED'}}",[]
119,mariushegele,1562945723,thoth-zuul[bot],1562953840.0,"['approved', 'model-training']","{'zak-hassan-hs': 31, 'thoth-zuul[bot]': 17}",AICoE/log-anomaly-detector,PullRequest,XS,1562953840.0,1.0,[],"{'261444267': {'author': 'MichaelClifford', 'words_count': 1, 'submitted_at': 1562953567, 'state': 'APPROVED'}, '261398445': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1562953822, 'state': 'APPROVED'}}",[]
120,durandom,1562604995,goern,1562605639.0,['approved'],{'thoth-zuul[bot]': 15},AICoE/log-anomaly-detector,PullRequest,XS,1562605639.0,1.0,[],"{'259100510': {'author': 'goern', 'words_count': 1, 'submitted_at': 1562605579, 'state': 'APPROVED'}}",[]
121,zak-hassan-hs,1562343028,thoth-zuul[bot],1562762000.0,"['PR-in-review', 'approved', 'refactor']","{'thoth-zuul[bot]': 169, 'zak-hassan-hs': 29, 'durandom': 32}",AICoE/log-anomaly-detector,PullRequest,S,1562762000.0,1.0,[],"{'259898955': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1562734378, 'state': 'APPROVED'}}",[]
122,zak-hassan-hs,1562331723,thoth-zuul[bot],1562734526.0,"['PR-in-review', 'approved', 'metrics']","{'thoth-zuul[bot]': 108, 'zak-hassan-hs': 25}",AICoE/log-anomaly-detector,PullRequest,M,1562734525.0,1.0,[],"{'259898489': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1562734295, 'state': 'APPROVED'}}",[]
123,zak-hassan-hs,1561748440,thoth-zuul[bot],1562605873.0,"['PR-in-review', 'approved', 'model-inference', 'model-training']","{'thoth-zuul[bot]': 455, 'zak-hassan-hs': 33, 'goern': 9}",AICoE/log-anomaly-detector,PullRequest,L,1562605873.0,1.0,[],"{'256404081': {'author': 'zak-hassan-hs', 'words_count': 13, 'submitted_at': 1562094935, 'state': 'COMMENTED'}, '257154653': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1562095041, 'state': 'COMMENTED'}, '257349968': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1562137227, 'state': 'CHANGES_REQUESTED'}, '257473326': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1562152091, 'state': 'COMMENTED'}, '257548922': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1562158719, 'state': 'COMMENTED'}, '258144248': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1562257121, 'state': 'COMMENTED'}, '258336470': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1562315492, 'state': 'APPROVED'}}",[]
124,MichaelClifford,1561651520,zak-hassan-hs,1561726300.0,"['exception-handling', 'logging']","{'zak-hassan-hs': 24, 'thoth-zuul[bot]': 15}",AICoE/log-anomaly-detector,PullRequest,S,1561726300.0,1.0,[],"{'255814914': {'author': 'zak-hassan-hs', 'words_count': 5, 'submitted_at': 1561726405, 'state': 'COMMENTED'}}",[]
125,zak-hassan-hs,1561644659,durandom,1562086850.0,"['logging', 'performance']","{'thoth-zuul[bot]': 90, 'zak-hassan-hs': 29, 'durandom': 6}",AICoE/log-anomaly-detector,PullRequest,M,1562086850.0,1.0,[],"{'257089428': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1562086842, 'state': 'APPROVED'}}",[]
126,zak-hassan-hs,1561489864,durandom,1561653719.0,"['PR-in-review', 'architecture design decision', 'storage']",{'thoth-zuul[bot]': 30},AICoE/log-anomaly-detector,PullRequest,M,1561653719.0,1.0,[],"{'255410998': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1561653707, 'state': 'APPROVED'}}",[]
127,zak-hassan-hs,1561486248,durandom,1561653616.0,"['PR-in-review', 'refactor', 'storage']","{'thoth-zuul[bot]': 30, 'zak-hassan-hs': 3}",AICoE/log-anomaly-detector,PullRequest,M,1561653616.0,1.0,[],"{'255410157': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1561653605, 'state': 'APPROVED'}}",[]
128,zak-hassan-hs,1561481467,durandom,1561653442.0,"['PR-in-review', 'refactor', 'storage']","{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 3}",AICoE/log-anomaly-detector,PullRequest,S,1561653442.0,1.0,[],"{'255408667': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1561653435, 'state': 'APPROVED'}}",[]
129,zak-hassan-hs,1561479429,durandom,1561985602.0,"['PR-in-review', 'bug']","{'thoth-zuul[bot]': 45, 'durandom': 3, 'zak-hassan-hs': 10}",AICoE/log-anomaly-detector,PullRequest,S,1561985602.0,1.0,[],"{'256388615': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1561985595, 'state': 'APPROVED'}}",[]
130,zak-hassan-hs,1561393885,zak-hassan-hs,1561481404.0,['bug'],"{'thoth-zuul[bot]': 105, 'zak-hassan-hs': 11}",AICoE/log-anomaly-detector,PullRequest,M,,1.0,[],"{'253614051': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1561397580, 'state': 'COMMENTED'}, '253615258': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1561397742, 'state': 'COMMENTED'}, '253657163': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1561402972, 'state': 'COMMENTED'}, '253657467': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1561403011, 'state': 'COMMENTED'}, '253657894': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1561403067, 'state': 'COMMENTED'}, '253659509': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1561403272, 'state': 'COMMENTED'}, '253661642': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1561403564, 'state': 'COMMENTED'}}",['durandom']
131,zak-hassan-hs,1561392002,durandom,1561653371.0,"['PR-in-review', 'bug']","{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 7}",AICoE/log-anomaly-detector,PullRequest,XS,1561653371.0,1.0,[],"{'255408046': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1561653363, 'state': 'APPROVED'}}",[]
132,zak-hassan-hs,1561130774,durandom,1561985566.0,"['PR-in-review', 'refactor']","{'thoth-zuul[bot]': 183, 'zak-hassan-hs': 23, 'durandom': 3}",AICoE/log-anomaly-detector,PullRequest,M,1561985566.0,4.0,[],"{'256388158': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1561985555, 'state': 'APPROVED'}}",[]
133,zak-hassan-hs,1561114202,durandom,1561350568.0,[],"{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 61}",AICoE/log-anomaly-detector,PullRequest,S,1561350568.0,1.0,[],"{'253218169': {'author': 'durandom', 'words_count': 14, 'submitted_at': 1561350537, 'state': 'APPROVED'}}",[]
134,MichaelClifford,1561050448,MichaelClifford,1561123944.0,[],"{'thoth-zuul[bot]': 124, 'zak-hassan-hs': 23, 'fridex': 14, 'MichaelClifford': 14}",AICoE/log-anomaly-detector,PullRequest,M,,1.0,[],{},[]
135,zak-hassan-hs,1561048664,durandom,1561653305.0,"['PR-in-review', 'refactor']","{'thoth-zuul[bot]': 90, 'zak-hassan-hs': 62, 'durandom': 3}",AICoE/log-anomaly-detector,PullRequest,L,1561653304.0,3.0,[],"{'255407425': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1561653290, 'state': 'APPROVED'}}",[]
136,zak-hassan-hs,1560958964,durandom,1561653038.0,"['PR-in-review', 'bug']","{'thoth-zuul[bot]': 30, 'zak-hassan-hs': 31}",AICoE/log-anomaly-detector,PullRequest,S,1561653038.0,1.0,[],"{'253217363': {'author': 'durandom', 'words_count': 3, 'submitted_at': 1561350323, 'state': 'CHANGES_REQUESTED'}, '255405132': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1561653019, 'state': 'APPROVED'}}",[]
137,zak-hassan-hs,1560885938,durandom,1561350029.0,"['architecture design decision', 'refactor']","{'thoth-zuul[bot]': 165, 'zak-hassan-hs': 135}",AICoE/log-anomaly-detector,PullRequest,L,1561350029.0,1.0,[],"{'251750714': {'author': 'durandom', 'words_count': 42, 'submitted_at': 1560948463, 'state': 'COMMENTED'}, '251756889': {'author': 'durandom', 'words_count': 16, 'submitted_at': 1560948604, 'state': 'CHANGES_REQUESTED'}, '251788392': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560951331, 'state': 'COMMENTED'}, '252073332': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560993860, 'state': 'COMMENTED'}, '253215200': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1561349858, 'state': 'APPROVED'}}",['MichaelClifford']
138,zak-hassan-hs,1560775777,zak-hassan-hs,1562333638.0,['do-not-merge/work-in-progress'],"{'thoth-zuul[bot]': 45, 'zak-hassan-hs': 11}",AICoE/log-anomaly-detector,PullRequest,M,,3.0,[],{},[]
139,zak-hassan-hs,1560767223,zak-hassan-hs,1560887129.0,['refactor'],"{'zak-hassan-hs': 194, 'thoth-zuul[bot]': 61, 'goern': 1}",AICoE/log-anomaly-detector,PullRequest,L,,1.0,[],"{'250467931': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1560767939, 'state': 'APPROVED'}, '250657084': {'author': 'MichaelClifford', 'words_count': 1, 'submitted_at': 1560787107, 'state': 'COMMENTED'}, '250683956': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560790326, 'state': 'COMMENTED'}, '250684126': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560790346, 'state': 'COMMENTED'}}",[]
140,MichaelClifford,1560534076,zak-hassan-hs,1561477832.0,['architecture design decision'],"{'zak-hassan-hs': 167, 'thoth-zuul[bot]': 90, 'MichaelClifford': 88, 'durandom': 46}",AICoE/log-anomaly-detector,PullRequest,L,1561477832.0,1.0,[],"{'250232640': {'author': 'durandom', 'words_count': 6, 'submitted_at': 1560684570, 'state': 'CHANGES_REQUESTED'}}",[]
141,zak-hassan-hs,1560438155,durandom,1560518616.0,[],{'thoth-zuul[bot]': 15},AICoE/log-anomaly-detector,PullRequest,XS,1560518616.0,1.0,[],"{'249968718': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1560518609, 'state': 'APPROVED'}}",[]
142,zak-hassan-hs,1560436133,durandom,1560684170.0,[],"{'thoth-zuul[bot]': 90, 'zak-hassan-hs': 72, 'durandom': 19}",AICoE/log-anomaly-detector,PullRequest,XS,1560684169.0,1.0,[],"{'250113005': {'author': 'durandom', 'words_count': 4, 'submitted_at': 1560537842, 'state': 'CHANGES_REQUESTED'}, '250138836': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560541168, 'state': 'COMMENTED'}, '250142633': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560542011, 'state': 'COMMENTED'}, '250232316': {'author': 'durandom', 'words_count': 2, 'submitted_at': 1560684148, 'state': 'APPROVED'}}",[]
143,zak-hassan-hs,1560346307,durandom,1560422654.0,[],"{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 10}",AICoE/log-anomaly-detector,PullRequest,S,1560422654.0,1.0,[],"{'249319819': {'author': 'durandom', 'words_count': 6, 'submitted_at': 1560422643, 'state': 'APPROVED'}}",[]
144,zak-hassan-hs,1560345656,durandom,1560518542.0,[],"{'thoth-zuul[bot]': 15, 'zak-hassan-hs': 10}",AICoE/log-anomaly-detector,PullRequest,S,1560518542.0,1.0,[],"{'249967960': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1560518528, 'state': 'APPROVED'}}",[]
145,zak-hassan-hs,1560339985,durandom,1560518496.0,[],"{'thoth-zuul[bot]': 60, 'zak-hassan-hs': 11}",AICoE/log-anomaly-detector,PullRequest,S,1560518496.0,1.0,[],"{'248772378': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560340108, 'state': 'COMMENTED'}, '248772727': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560340142, 'state': 'COMMENTED'}, '248772900': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560340157, 'state': 'COMMENTED'}, '248773280': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560340190, 'state': 'COMMENTED'}, '249967541': {'author': 'durandom', 'words_count': 1, 'submitted_at': 1560518488, 'state': 'APPROVED'}}",[]
146,zak-hassan-hs,1560263776,zak-hassan-hs,1560336993.0,[],"{'thoth-zuul[bot]': 60, 'zak-hassan-hs': 50, 'durandom': 44}",AICoE/log-anomaly-detector,PullRequest,L,,2.0,[],"{'248336554': {'author': 'durandom', 'words_count': 24, 'submitted_at': 1560268066, 'state': 'CHANGES_REQUESTED'}, '248425063': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560278361, 'state': 'COMMENTED'}, '248425414': {'author': 'zak-hassan-hs', 'words_count': 1, 'submitted_at': 1560278399, 'state': 'COMMENTED'}}",[]
